"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PC170","PC180"
"2012","AT",84813501,635.759409594096,,"6","2012","11","11",1951,"1","2","3","AT","2",,"3","5","1","2","2",,"1","24","30",,,"6","13","1",,"2",,,,"2","1","2","2",,"2",,6523,0,0,13665,0,343,0,0,0,0,0,0,0,2869,"2",
"2012","AT",84902201,635.759409594096,,"5","2012","14","10",1985,"2","1","3","AT","2","3","3","6","2",,"2","1","3","52",,,,,,,"2","2","1","4",,"1","2","1","2",,"2",,0,0,0,2071,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",84955901,635.759409594096,,"7","2012","15","9",1962,"1","2","1","AT","2",,"6","1","1","1",,,"3","23","45",,"p",,"1","1","2",,,,"18","2","1","2","2",,"2",,93658,0,0,2287,3600,0,0,0,0,0,0,0,0,,"1",
"2012","AT",85021401,635.759409594096,,"7","2012","6","12",1954,"2","2","2","Other","2","5","2","5","1","1",,,,"91",,,,,,,"2",,,,"20","1","2","3","2",,"2",,0,0,0,15099,0,0,0,3800,0,0,10,0,0,4378,"2",
"2012","AT",85105901,635.759409594096,,"5","2012","11","10",1951,"2","2","3","AT","2",,"2","10","1",,,,,"NAs",,,,"3",,"1","2",,,,,"2","2","3","2",,"2",,1175,0,0,1132,0,2863,0,0,0,0,0,0,0,,"2",
"2012","AT",85128901,635.759409594096,,"3","2012","12","11",1934,"2","4","3","AT","2",,"5","7","1","1",,,"1","41","40",,,,,"1","2",,,,"15","2","1","3","2",,"2",,0,0,0,0,1020,0,0,0,26709,0,0,0,0,,"2",
"2012","AT",85137801,635.759409594096,,"5","2012","13","3",1985,"2","2","1","AT","2",,"2","10","2","2",,,"2","52","35",,,,"11","1","2",,,"10","15","3","2","2","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,"2",
"2012","AT",85138301,635.759409594096,,"5","2012",,"2",1934,"2","4","2","AT","2",,"2","7","1",,,,"2","74",,,,,,"2","2","2",,"4","17","2","2","3","2",,"2",,0,238,0,0,0,0,0,0,24754,0,0,0,0,,"2",
"2012","AT",85159601,635.759409594096,,"4","2012","11","3",1963,"2","2","3","Other","2",,"3","1","2",,,,"3","96","39",,"r-u","6",,"1","1","2",,,"20","2","2","3","2",,"2",,18180,0,0,58,0,0,0,695,0,0,382,0,0,1575,"2",
"2012","AT",85187801,635.759409594096,,"6","2012","8","6",1954,"2","5","3","AT","2",,"3","7","1","1",,,"3","93","39",,,,"4","1","1","2",,,"15","1","2","1","2",,"2",,1982,0,0,0,0,0,0,1046,0,0,9460,5433,0,2900,"2","7"
"2012","AT",85228101,635.759409594096,,"5","2012","6","5",1957,"1","5","3","AT","2",,"3","5","2","1",,,"3","94",,,,,"13","1","1","2",,,"23","1","1","3","2",,"2",,0,0,0,9031,0,0,0,30097,0,0,11618,0,0,400,"1",
"2012","AT",85253101,635.759409594096,,"7","2012","7","8",1969,"1","5","1","Other","1",,"3","5","2","2",,,"3","75","30",,,,,"1","2",,,,,"1","2","2","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",85294501,635.759409594096,,"8","2012","8","1",1973,"2","2","3","AT","2",,"3","1","1",,,,"3","41","2",,,,,"1",,,"1",,"19","1","1","2","2",,"2",,15659,0,0,0,936,0,0,0,0,0,0,0,0,,"2",
"2012","AT",85408301,635.759409594096,,"6","2012","9","7",1931,"2","4","2","AT","2",,"2","7","1","1",,,"2","NAs","39",,,,"12","1","2","2",,,"25","3","2","3","2",,"2",,18661,0,0,0,0,0,0,0,32285,0,0,0,0,,"2",
"2012","AT",85419301,635.759409594096,,"4","2012","16","10",1979,"2","1","1","AT","2",,"4","1","2","1",,,"2","31","40",,"g",,"12",,"1",,,,"16","2","1","3","2",,"2",,31392,0,0,0,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",85445001,635.759409594096,,"5","2012","13","6",1966,"2","2","1","AT","1",,"3","1","1","1",,,"3","96",,,"o",,,,"2",,,,"18","1","2","2","2",,"2",,4690,0,0,3439,0,0,0,0,0,0,0,0,0,,"1",
"2012","AT",85506501,635.759409594096,,"4","2012","10","10",1931,"2","4","1","AT","2",,"2","7","1","1",,,"3","32","40",,,"6",,,"2","2",,,"15","3","2","2","2",,"2",,0,0,0,15163,0,0,0,0,24580,0,0,0,0,1600,"2",
"2012","AT",85558101,635.759409594096,,"6","2012","6","12",1945,"2","2","1","AT","2","6","3","7","2","1",,,"3","41","40",,,,,"1","1","2",,,"14","3","2","3","2",,"2",,0,0,0,0,0,0,0,0,8433,0,0,0,0,2800,"2",
"2012","AT",85613601,635.759409594096,,"5","2012","9","1",1950,"2","2","1","AT","2",,"3","7","1",,,,"3","NAs","40",,,,"8","1","1","2",,,"15","1","2","3","2",,"2",,0,0,0,8577,1200,0,0,0,0,35907,0,0,0,,"2",
"2012","AT",85715301,635.759409594096,,"6","2012","11","8",1973,"2","5","3","Other","2",,"0-1","5","1","1",,,"3","93",,,,,"8","1","2",,,,"19","2","1","3","2",,"2",,7212,0,0,0,0,0,0,1458,0,0,0,0,0,197,"2",
"2012","AT",85715901,635.759409594096,,"5","2012","9","5",1931,"2","4","1","AT","2",,"3","7","1",,,,"1","43","40",,,,"12",,"1","2",,,"15","3","2","3","2",,"2","5",0,0,0,396,0,0,0,0,62068,0,0,0,0,,"2",
"2012","AT",85725901,635.759409594096,,"3","2012","6","12",1935,"2","2","1","AT","2",,"6","7","1","1",,,"3","31",,,,,"11","1","2",,,,"15","4","1","3","2",,"2",,0,0,0,0,0,0,0,0,21500,0,0,0,0,2700,"1",
"2012","AT",85743601,635.759409594096,,"6","2012","10","2",1931,"2","4","1","AT","2",,"3","7","1",,,,,"42",,,,,"11","1","2","2",,,"14","2","2","3","2",,"2",,0,0,0,8671,0,0,0,0,36284,0,0,0,0,3795,"1","7"
"2012","AT",85776401,635.759409594096,,"4","2012","9","3",1932,"1","2","1","AT","2",,"0-1","7","2",,,,"3","91","39",,,,"13","1","1",,,,"20","3","2","3","2",,"2",,0,0,0,0,0,0,0,0,20574,0,0,0,0,192,"2",
"2012","AT",85887801,635.759409594096,,"6","2012","9","2",1956,"1","2","1","AT","2",,"6","1","1",,,,"3","24","50",,"p",,"12","1","1",,"3",,"17","1","2","3","2",,"2",,105686,1133,0,315,0,0,0,0,0,0,0,0,0,,"2","1"
"2012","AT",85930401,635.759409594096,,"6","2012","17","5",1961,"1","5","2","AT","2",,"2","5","1","1",,,"3","93","50",,,,"1","1","2",,,,"28","1","2","3","2",,"2",,35211,0,0,4833,1200,0,0,462,0,0,250,0,0,3200,"2",
"2012","AT",85990701,635.759409594096,,"6","2012","8","10",1961,"2","2","1","AT","2","5","5","10","2",,"2",,"3","22",,,,,,"1",,"2",,"3",,"4","2","3","2",,"2",,0,1544,0,21151,1200,0,0,0,0,0,0,0,0,,"2",
"2012","AT",85995801,635.759409594096,,"4","2012","14","6",1971,"1","2","1","AT","2",,"3","2","1","1",,,"3","51","39",,"o",,"13","1","1","2",,,"19","1","2","3","2",,"2",,49184,0,0,0,600,0,0,0,0,0,0,0,0,,"2",
"2012","AT",86008401,635.759409594096,,"6","2012","5","9",1965,"2","2","3","EU","2",,"4","2","1","1","2","1","3","33",,,"b-e",,"11","2","2",,,"3","16","2","2","1","2",,"2",,0,1034,0,4131,0,0,0,0,0,0,0,0,0,1350,"2",
"2012","AT",86062701,635.759409594096,,"4","2012","19","2",1980,"1","1","3","AT","2",,"3","1","1",,,,"3","52","40",,"l-n",,,"1","1","2","1","2","18","2","1","3","2",,"2",,39896,0,0,3617,0,0,0,0,0,0,0,0,0,1946,"2",
"2012","AT",86079401,635.759409594096,,"5","2012","11","6",1932,"2","4","1","AT","2",,"2","7","1",,,,"3","52","40",,,,"12","1","1","2",,,"16","1","1","2","2",,"2",,0,0,0,246,400,0,0,0,36221,0,0,0,0,5952,"2",
"2012","AT",86118701,635.759409594096,,"3","2012","7","5",1963,"1","2","1","AT","2",,"3","1","2",,,,"3","23",,,"r-u",,,"1","2",,,,"15","2","1","3","2",,"2",,19290,0,,22,0,0,0,0,0,0,0,0,0,1900,"2",
"2012","AT",86150901,635.759409594096,,"6","2012","14","7",1969,"2","2","1","AT","2",,"3","1","2","1","2",,"3","33",,,"q",,,"1","2",,,"1","20","2","1","2","1",,"2",,12542,0,0,0,360,0,0,0,0,0,0,0,0,,"2",
"2012","AT",86185001,635.759409594096,,"6","2012","7","12",1956,"1","2","1","Other","2","5","3","1","2",,"2",,"3","54",,,"i",,"1","1","2",,,,"16","3","2","3","2",,"2",,0,0,0,1861,0,0,0,0,0,0,0,0,0,,"2","7"
"2012","AT",86213401,635.759409594096,,"6","2012","4","3",1931,"2","4","3","AT","2",,"3","7","2",,,,"3","NAs","39",,,,"2","2","2",,,,"15","5","1","3","2",,"2",,0,238,0,10851,150,0,0,0,20772,0,0,0,0,3988,"1",
"2012","AT",86312801,635.759409594096,,"5","2012","8","11",1970,"2","1","2","AT","2",,"4","2","2","1","1",,"3","54","25",,"q",,,"1",,"2",,,"19","2","2","3","2",,"2",,4839,0,0,4863,300,0,0,3308,0,0,377,0,0,,"2",
"2012","AT",86499601,635.759409594096,,"4","2012","13","7",1931,"2","4","3","AT","2",,"5","7","1",,"2",,"1","13","5",,,,"13","1","1","2",,,"20","1","2","3","2",,"2",,0,0,0,494,0,0,0,0,62543,0,0,0,0,3200,"2",
"2012","AT",86515801,635.759409594096,,"6","2012","13","11",1933,"2","2","3","AT","2",,"4","7","2",,,,"3","31",,,,,,"1","2",,,,"15","3","1","3","2",,"2",,0,891,0,6234,1800,4434,0,0,4594,0,0,0,0,,"2","1"
"2012","AT",86680101,635.759409594096,,"6","2012","15","7",1969,"2","1","3","AT","2",,"2","1","1","1",,,"3","NAs","35",,"g",,,"1","1",,"2","9","18","1","2","3","2",,"2",,19825,520,0,2952,0,0,0,0,0,0,0,0,0,2448,"2",
"2012","AT",86704901,635.759409594096,,"5","2012","7","8",1931,"2","2","1","AT","2","3","2","7","2",,"1",,"3","91","40",,,,,"2","2",,,,"16","2","2","1","2",,"2",,0,0,0,12306,0,0,0,0,5780,0,0,0,0,,"2",
"2012","AT",86716401,635.759409594096,,"6","2012","12","3",1960,"2","2","1","AT","2",,"4","2","1",,"2",,"3","52","39",,,"7","4","1","2","2",,"1","16","1","1","3","2",,"2",,22906,0,0,0,0,0,0,0,0,0,0,0,0,1420,"2",
"2012","AT",86717101,635.759409594096,,"4","2012","15","2",1990,"2","1","1","AT","2",,"3","6","1","2","2",,"3","NAs",,,,,,"1",,,,,"14","2","1","3","2",,"2",,0,0,0,2570,0,0,0,0,0,0,0,0,0,2300,"2",
"2012","AT",86798701,635.759409594096,,"5","2012","12","5",1937,"2","2","1","EU","1",,"3","10","2","1",,,"3","51","60",,,,,,"2",,,,"18","4","2","2","2",,"2",,0,0,0,6258,0,0,0,0,0,0,0,0,0,,"2","2"
"2012","AT",86800301,635.759409594096,,"5","2012","11","1",1979,"1","2","1","Other","2",,"3","1","2",,,,"3","31",,,"g",,,"1","1","2",,,"17","2","2","3","2",,"2",,20988,0,0,20742,0,0,0,0,0,0,0,0,0,,"1","4"
"2012","AT",86948801,635.759409594096,,"5","2012","10","4",1955,"2","4","3","Other","2","5","0-1","5","2","1",,,"3","NAs",,,,,"9","1",,"2",,,"22","1","1","3","2",,"2",,0,0,0,0,500,0,0,0,0,0,0,0,0,,"2",
"2012","AT",87052801,635.759409594096,,"6","2012","18","6",1977,"2","2","1","EU","2",,"5","2","2",,,,"3","23","25",,"q",,,,"1",,,,"16","3","2","3","2",,"2",,27494,0,0,0,2400,0,0,0,0,0,0,0,0,,"2",
"2012","AT",87066901,635.759409594096,,"7","2012","25","9",1964,"1","5","1","AT","2",,"2","1","1","1",,,"3","12","40",,"b-e",,"13",,"1",,,,"15","2","1","3","2",,"2",,41833,0,0,14897,0,0,0,0,0,0,0,0,0,2026,"2",
"2012","AT",87146201,635.759409594096,,"3","2012","12","11",1941,"2","2","3","AT","2",,"5","7","1",,,,"3","26","45",,,,,"1",,"2",,,"21","4","2","3","2",,"2",,0,0,0,0,0,0,0,0,41931,0,0,0,0,,"2","9"
"2012","AT",87167501,635.759409594096,,"4","2012","14","12",1949,"2","3","3","AT","2","4","3","10","2","1","2",,,"91",,,,,,"1","1",,,,,"1","2","2","2",,"2",,0,0,0,0,960,0,0,0,0,0,0,0,0,,"2",
"2012","AT",87179901,635.759409594096,,"4","2012","14","9",1980,"1","2","1","Other","2",,"2","1","1",,,,"3","83","40",,"b-e",,,"1","2",,,,"16","2","2","2","2",,"2",,35152,0,,886,0,0,0,0,0,0,0,0,0,3400,"2",
"2012","AT",87185601,635.759409594096,,"5","2012","10","9",1949,"1","2","3","AT","2",,"3","7","2","1",,,"3","83",,,,,"13","1",,,,"10","14","4","2","1","2",,"2",,0,0,0,0,840,0,0,0,14705,0,0,0,0,,"2",
"2012","AT",87271001,635.759409594096,,"6","2012","10","9",1950,"2","1","1","AT","2","5","5","7","1","1",,,"3","NAs",,,,,"11","1","2","2",,"1","27","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,36142,0,0,0,0,,"2","8"
"2012","AT",87278101,635.759409594096,,"5","2012","11","10",1955,"2","2","1","AT","2",,"3","7","1","1",,,"3","91","39",,,,"6",,"2","2",,,"22","2","1","2","2",,"2",,5450,0,0,1605,0,0,0,0,18464,0,0,0,0,500,"2",
"2012","AT",87385801,635.759409594096,,"4","2012","8","2",1978,"1","1","2","AT","2",,"5","2","1","2",,,"3","NAs","20",,"l-n",,,"2","2",,,,"15","1","1","3","2",,"1",,7941,765,0,3162,0,0,0,0,0,0,265,0,0,2550,"2",
"2012","AT",87629501,635.759409594096,,"6","2012","6","11",1940,"1","4","1","AT","2",,"3","7","2",,"2",,"3","81","20",,,,"5","1","1",,,,"16","4","2","3","2",,"2",,0,0,0,6609,0,0,0,0,833,12391,0,0,0,,"2",
"2012","AT",87667501,635.759409594096,,"4","2012","11","1",1959,"1","2","3","AT","2",,"3","5","2",,,,"3","83","40",,,"3","11","1",,,,"10","15","3","2","2","2",,"2",,23018,0,,23178,0,0,0,0,0,0,0,0,0,1800,"2",
"2012","AT",87670901,635.759409594096,,"6","2012","6","3",1978,"2","1","3","AT","2",,"5","1","1",,,,"3","41","23",,"l-n",,"13","1","2",,,"1","17","2","2","3","2",,"2",,15370,238,0,959,0,0,0,10853,0,0,3106,0,0,2500,"1",
"2012","AT",87699501,635.759409594096,,"5","2012","14","3",1964,"1","3","3","EU","1",,"5","1","1","1","2",,"3","74",,,"f",,"13","1","2","2",,,,"2","2","3","2","6","2",,38805,0,0,3318,0,0,0,0,0,0,0,0,0,1050,"2","3"
"2012","AT",87759001,635.759409594096,,"5","2012","13","4",1957,"1","2","3","AT","1",,"5","1","2",,,,"3","14",,,"k",,"4","1","1","2",,"1","15","2","2","1","2",,"2",,11482,0,,14974,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",87770101,635.759409594096,,"6","2012","10","12",1958,"1","2","3","EU","2",,"3","3","1",,,,"3","72","40","40","b-e",,"6","1","2",,,,"19","2","2","2","2",,"2",,0,238,0,1970,0,49968,0,0,0,0,0,0,0,,"2",
"2012","AT",87847901,635.759409594096,,"7","2012","10","11",1982,"2","2","1","AT","2",,"5","1","1",,,,,"31","39",,"l-n",,,,,"2",,,"19","1","2","3","2",,"2",,53127,238,0,5894,0,0,0,0,0,0,0,0,0,1200,"2",
"2012","AT",87867901,635.759409594096,,"4","2012","9","8",1988,"1","1","2","EU","2",,"3","2","2","2",,,"3","43",,,"k",,,"1","2",,"7","6",,"2","2","3","2",,"2",,0,0,0,5471,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",87966701,635.759409594096,,"6","2012","15","8",1956,"1","3","1","EU","2",,"5","3","1",,,,"3","23",,,"f",,,"1","1",,,,"14","2","2","3","2",,"2",,2627,0,0,1022,0,19608,0,0,0,0,0,0,0,2400,"2",
"2012","AT",87997201,635.759409594096,,"4","2012","15","8",1947,"2","2","1","AT","2",,"5","7","2","1",,,"3","42","20",,,,,"1",,,,,"15","2","1","3","2",,"2",,0,568,0,1067,0,0,0,0,23176,0,0,0,0,,"2",
"2012","AT",88057801,635.759409594096,,"6","2012","6","7",1961,"2","1","1","AT","2",,"4","2","1",,,,"3","41",,,"q",,"13",,"2",,,,,"2","2","2","2",,"2",,28667,0,0,0,1800,0,0,0,0,0,0,0,0,,"2","7"
"2012","AT",88108401,635.759409594096,,"5","2012","12","3",1978,"1","2","3","AT","2",,"5","1","1",,,,"3","23",,,"p",,,"1","1",,,,"19","1","2","3","2",,"2",,29647,0,,0,0,0,0,2407,0,0,0,0,0,,"1",
"2012","AT",88200001,635.759409594096,,"4","2012","4","9",1960,"2","5","1","AT","2",,"2","8","2","1",,,"3","72",,,,,"12","1",,,,"4","18","4","1","3","2",,"2","6",0,0,0,4074,0,0,0,0,1166,0,0,20942,0,,"1",
"2012","AT",88314801,635.759409594096,,"6","2012","13","1",1940,"1","2","1","AT","2",,"3","7","2",,,,"3","73","38",,,,"3","1","2",,,,"27","1","2","1","2",,"2",,2940,0,0,0,0,0,0,0,0,0,0,24540,0,3300,"2",
"2012","AT",88400701,635.759409594096,,"6","2012","13","10",1976,"2","1","3","AT","2",,"2","8","2","2","1","2","4","32","4",,,,,"1","2",,,"3",,"1","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,704,"2",
"2012","AT",88550501,635.759409594096,,"5","2012","15","3",1939,"2","2","2","AT","2",,"4","7","1",,,,"3","53",,,,"4","1",,"2","2",,,"16","2","1","1","2",,"2",,0,0,0,0,0,0,0,0,20831,0,0,0,0,3352,"2",
"2012","AT",88556801,635.759409594096,,"7","2012","31","7",1963,"1","2","3","AT","2",,"2","1","1","1",,,"1","83","40",,"g",,,"1","1","2",,,"19","1","2","3","2",,"2",,52032,0,0,30631,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",88558901,635.759409594096,,"6","2012","8","11",1949,"2","3","1","Other","2",,"3","7","2","1",,,"3","93","28",,,,,"1","2","2",,,"15","2","1","1","1",,"2",,0,0,0,0,0,0,2107,0,7227,6720,0,0,0,,"1",
"2012","AT",88590501,635.759409594096,,"5","2012","7","5",1956,"1","3","3","AT","2",,"4","3","1",,"2",,"3","51",,,"f",,"8","1","1",,,,"15","2","1","3","2",,"2",,8143,0,0,3664,1200,18504,0,0,0,0,0,0,0,,"1",
"2012","AT",88618001,635.759409594096,,"5","2012","35","10",1949,"2","2","1","AT","2",,"5","10","1","1",,,"3","35",,,,,"3","1","2",,,"10",,"1","2","3","2",,"2",,0,0,0,13016,0,0,0,0,0,0,0,0,0,1660,"2",
"2012","AT",88719001,635.759409594096,,"6","2012","10","10",1988,"2","1","1","AT","1",,"4","6","2","1","2",,"3","NAs",,,,,,,"2",,,"3","25","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"1",
"2012","AT",88769401,635.759409594096,,"7","2012","22","6",1980,"1","2","3","Other","2",,"5","5","1",,"2",,"3","72",,,,,"13","1","2","2","3",,,"2","2","3","2",,"2",,15637,0,0,0,0,0,0,0,0,0,1590,0,0,,"2",
"2012","AT",88888601,635.759409594096,,"4","2012","8","1",1988,"1","1","1","AT","2",,"3","7","2",,"2",,"3","71",,,,,,,,,,,"17","2","1","2","2",,"2",,4352,0,0,0,0,0,0,0,0,0,0,0,8155,,"2","7"
"2012","AT",88950201,635.759409594096,,"6","2012","10","4",1957,"1","1","3","AT","2",,"3","7","1",,"2",,"3","32","75",,,,,"1","2","2",,,"35","5","2","3","2",,"1",,4474,0,0,0,720,0,0,0,0,0,0,19374,0,3350,"1",
"2012","AT",89004801,635.759409594096,,"5","2012","12","7",1954,"1","2","3","AT","2",,"5","2","2","2",,,"3","31",,,"f",,"12",,"2","2",,,"26","1","1","2","2",,"2",,15569,0,0,0,1200,0,0,0,0,0,0,0,0,,"1",
"2012","AT",89168501,635.759409594096,,"6","2012","17","9",1940,"2","4","1","AT","2",,"3","7","1",,,,"3","33",,,,,"1","1","2","2",,,"15","3","2","2","2",,"2",,0,0,0,1314,0,0,0,0,24720,0,0,0,0,3801,"2",
"2012","AT",89221801,635.759409594096,,"5","2012","12","2",1941,"1","2","3","AT","2",,"3","7","2","1",,,"3","52","40",,,,,"1","2",,,,"19","1","2","2","2",,"2",,0,0,0,401,0,0,0,0,19307,0,0,0,0,2200,"2",
"2012","AT",89340101,635.759409594096,,"5","2012","17","10",1984,"2","1","3","AT","2",,"5","6","1","1",,,"3","24",,,,"6",,,,,,,"15","1","2","1","2",,"2",,14976,895,0,0,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",89343001,635.759409594096,,"5","2012","8","5",1960,"1","2","1","AT","2",,"3","1","1",,,,"3","93","70",,"o",,"3","1","1","2",,,"14","1","2","3","2",,"2",,59526,0,0,0,600,0,0,0,0,6605,0,0,0,,"2",
"2012","AT",89370201,635.759409594096,,"7","2012","14","7",1931,"1","2","1","AT","1",,"3","7","2",,,,"3","71",,,,,,"1","2",,,,"23","1","2","2","2",,"2",,0,0,0,0,0,0,0,0,13641,0,0,0,0,,"2",
"2012","AT",89495501,635.759409594096,,"5","2012","12","12",1979,"1","2","3","Other","2",,"3","1","2",,"1",,"3","82","40",,"h",,,"1","1","2","7",,"15","1","2","3","2",,"2","4",19807,0,0,0,0,0,0,0,0,0,0,0,0,1210,"2","7"
"2012","AT",89499801,635.759409594096,,"4","2012","7","10",1976,"1","2","1","AT","2",,"5","1","1","1",,,"3","31","50",,"f",,"13","1","1","2",,,"17","1","2","2","2",,"2",,55582,0,0,4339,0,0,0,0,0,0,0,0,0,1203,"2",
"2012","AT",89574801,635.759409594096,,"5","2012","7","3",1956,"1","1","1","AT","2",,"3","1","2","1",,,"3","42","40",,"b-e",,,"1",,,"1",,"15","2","1","3","2",,"2",,19712,0,0,55555,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",89596801,635.759409594096,,"4","2012","8","4",1944,"2","2","3","AT","2",,"3","7","1",,,,"3","94",,,,,"13","1","1","2",,,,"2","2","3","2",,"2",,0,654,0,0,0,0,0,0,0,0,0,22060,0,,"2",
"2012","AT",89686501,635.759409594096,,"5","2012","15","1",1988,"2","2","1","AT","2","5","2","1","1","2",,,"3","33",,,"q",,,,"2",,,,,"2","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",89700301,635.759409594096,,"4","2012","9","9",1990,"1","1","2","AT","2",,"3","1","1",,,,"3","32","40",,"r-u",,,"1","1","2",,,"20","3","2","3","2",,"2",,98576,0,0,3930,0,0,0,4410,0,0,0,0,0,2700,"1",
"2012","AT",89720701,635.759409594096,,"5","2012","12","11",1963,"1","5","3","Other","2",,"3","1","1",,,,"3","91","40",,"l-n",,,"1","2",,,,"19","3","2","3","2",,"1",,31572,0,0,199,0,0,0,0,0,0,1153,0,0,1300,"2",
"2012","AT",89731101,635.759409594096,,"5","2012","9","8",1971,"1","2","3","EU","2",,"5","5","1",,,,"3","NAs","40",,,,"11","1","1","2",,,"15","3","2","3","2",,"2",,0,0,0,5474,0,0,0,23008,0,0,257,0,0,1766,"2",
"2012","AT",89737201,635.759409594096,,"6","2012","20","8",1954,"2","5","3","AT","2",,"3","1","2",,,,"3","74","40",,"g",,"13","1","1","2",,,"15","1","2","2","2",,"2",,26659,0,,0,600,0,0,0,0,0,0,0,0,900,"2",
"2012","AT",89814101,635.759409594096,,"5","2012","14","5",1931,"2","4","1","AT","1",,"2","7","2",,,"2","3","52",,,,"6",,"2","2",,,"4","17","2","2","3","2",,"2",,3514,1126,0,1905,0,0,0,0,9422,0,0,0,0,1800,"2",
"2012","AT",89882901,635.759409594096,,"6","2012","11","12",1955,"1","2","1","EU","2",,"4","1","1","1",,,"3","NAs","39",,"j",,"1",,"1","2",,,"21","1","2","3","2",,"2",,88488,0,0,7231,0,1072,0,0,0,0,0,0,0,900,"2",
"2012","AT",89928801,635.759409594096,,"7","2012","8","12",1986,"2","1","1","AT","1",,"4","2","1","1",,,"3","42","40",,"q",,,,"2",,,,"18","2","2","3","2",,"2",,2473,0,0,3078,0,0,0,1440,0,0,0,0,0,,"2",
"2012","AT",90006801,635.759409594096,,"6","2012","17","1",1931,"2","4","3","AT","2",,"3","7","2",,,,"3","31","40",,,,,,"2","1",,,"14","3","1","3","2",,"2",,0,0,0,0,0,0,0,0,20486,2489,0,0,0,,"2",
"2012","AT",90195401,635.759409594096,,"5","2012","9","3",1937,"1","2","3","AT","2",,"5","7","1",,,,"3","24","60",,,,"12","1","1","2",,,"24","3","2","3","2",,"2",,12054,238,0,0,805,0,0,0,78312,0,0,0,0,1800,"1",
"2012","AT",90261301,635.759409594096,,"4","2012","16","9",1956,"2","2","1","AT","2",,"2","1","1","1",,,"3","51","60",,"q",,"13","1","1","2",,,"19","3","2","3","2",,"2",,48749,614,0,2624,300,1675,0,0,0,0,246,0,0,,"2",
"2012","AT",90449701,635.759409594096,,"5","2012","9","12",1956,"1","2","3","AT","2",,"5","3","2",,,,"3","26",,,,,,,"1","2",,,"38","2","1","3","2",,"2",,0,0,0,37,636,20720,0,0,0,0,0,0,0,964,"1",
"2012","AT",90495801,635.759409594096,,"5","2012","7","4",1954,"2","2","2","AT","2",,"5","1","1",,,,"3","32","40",,"q",,"12",,"2","2",,,"19","4","1","2","2",,"2",,27763,0,0,0,800,0,0,0,0,0,0,0,0,2656,"2",
"2012","AT",90501201,635.759409594096,,"7","2012","7","8",1979,"1","1","1","AT","2",,"2","1","1",,,,"3","93",,,"o","6","13","1","1","2",,,"15","5","1","3","2",,"2",,35791,0,0,9931,960,0,0,0,0,0,0,0,0,,"2",
"2012","AT",90568101,635.759409594096,,"5","2012","10","12",1978,"2","1","3","AT","2",,"3","1","2","1",,,"3","41","40",,"l-n",,"12","1","1","2",,,"15","3","1","3","2",,"2",,36933,0,0,2589,720,0,0,0,0,0,0,0,1094,2700,"2",
"2012","AT",90636701,635.759409594096,,"6","2012","8","6",1952,"1","5","1","AT","2",,"5","1","1",,,,"3","32",,,"o",,"12","1","2",,,,"18","3","2","3","2",,"1",,50043,0,0,0,0,0,0,0,0,0,0,0,0,,"2","7"
"2012","AT",90690501,635.759409594096,,"6","2012","10","11",1961,"2","2","3","AT","2",,"3","1","2",,,,"3","41",,,"f",,,"1","2","2",,"10","16","1","2","2","2",,"2",,37986,0,0,3792,0,0,0,0,0,0,0,0,0,,"2",
"2012","AT",90697101,635.759409594096,,"4","2012","10","4",1939,"1","5","2","AT","2",,"3","7","1","1",,,"3","NAs",,,,,"13","1","1","1","7",,"16","3","2","3","2",,"2",,0,0,0,5202,1200,0,0,0,30179,0,0,0,0,,"2",
"2012","AT",90734901,635.759409594096,,"4","2012","10","4",1956,"1","1","1","AT","2",,"5","3","1","1",,,"1","21","38",,"r-u",,"2","1","1","2",,"1","17","1","2","3","2",,"2",,0,0,0,2604,0,72675,0,0,0,0,0,0,0,983,"2",
"2012","AT",90849001,635.759409594096,,"5","2012","18","10",1931,"2","1","3","AT","2",,"3","7","1",,,,,"41",,,,,"1","1","2","2",,,"21","3","1","3","2",,"2",,0,0,0,0,500,0,15681,0,19129,0,0,0,0,,"1","8"
