"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW005"
"2013","AT",37391601,598.119298245614,,"6","2013","15","12",1939,"2","2","2","AT","2",,"5","7","2",,,,"3","22",,,,,,"1","2","2",,,"17","2","1","2","2",,"2",,0,0,0,0,0,0,0,0,20005,0,0,0,0,,"8","5","7","2","4","5","2","4","2",,"10","10","3","7","9","7",,"2","5","10","4","3","1","1","1","1","1","1","5","421.365931518477"
"2013","AT",37391602,598.119298245614,,"6","2013","17","4",1940,"1","2","1","AT","2",,"3","7","1","1",,,"3","61","45",,,,"11","1","1",,,,"18","2","2","3","2",,"2",,0,0,0,6374,0,0,0,0,0,0,0,100381,0,,"9","8","7","10",,"3","4","5","2",,"7","7","8",,"3","10","1","1","8",,"8","2","1","1","1","3","3","1","5","1470.98299515525"
"2013","AT",37392001,598.119298245614,,"3","2013","13","8",1933,"1","2","3","AT","2",,"2","7","2",,"1",,"2","93","25",,,,"11","2","2",,"1",,"18","1","2","1","2",,"2",,0,0,0,0,0,0,0,0,13109,0,0,0,0,2600,"7","10","10",,"4","4","2","3","1",,,"5","3","5","5","10","2","1","4",,"10","1","1","1","1","1","1","1","1","2299.9604100659"
"2013","AT",37392002,598.119298245614,,"6","2013","17","12",1945,"2","4","1","AT","2",,"3","7","1",,,,"3","82",,,,"6",,,"2",,,,"16","1","2","1","2",,"2",,0,0,0,4377,0,0,0,0,15338,0,0,0,0,961,"4",,"7","9","4","2","1","4","2","8",,"6","8","7","6","9","1","1","3","10","9","3","1","1","1","1","2","3","5","607.492040345895"
"2013","AT",37421701,598.119298245614,,"4","2013","8","2",1945,"1","2","3","AT","2",,"3","7","2",,,,"3","35",,,,,,"1","1","2",,"12","14","4","2","3","2",,"2",,7283,372,0,7701,0,0,0,0,16415,0,0,0,0,370,,"10","6","8",,"5","2","4","2",,"2","8","7","7",,,"1","1","7","9","10","2","1","1","1","3","1","1","6","156.57237555468"
"2013","AT",37421702,598.119298245614,,"6","2013","19","11",1948,"2","2","1","AT","2",,"5","7","2",,,,"3","11",,,,,,"1","2","2",,,"18","1","2","3","2",,"2",,0,0,0,9445,0,0,0,0,22020,0,0,0,0,,"6","7","8","0","5","3","2","1","1",,"10","9",,"8","8","8","1","1","7","8","8","2","1","1","1","2","2","1","6","806.147672923785"
"2013","AT",37441901,598.119298245614,,"4","2013","30","5",1940,"2","2","2","AT","2","3","4","7","2","2","2",,,"33",,,,,"13","1",,,,"10","23","3","2","3","2",,"2",,0,0,0,6362,0,0,0,0,2800,0,0,0,0,,,"6","9",,"5","2","2","4",,,"10","8","5","9","7","10","1","2",,"10","6","3","1","1","1","1","2","3","1",
"2013","AT",37441902,598.119298245614,,"5","2013","25","7",1933,"1","2","1","AT","2",,"3","7","1","1","2",,"3","75",,,,,,,"1",,,,"14","3","2","1","2",,"2",,0,0,0,0,0,0,0,0,11575,0,0,0,0,,"7","8","7","9","3",,,"4","2","7","10","10",,"5","5","10","1","1",,,"10",,"1","1","1","1","1","1","1","811.689239223782"
"2013","AT",37445501,598.119298245614,,"4","2013","17","7",1934,"1","2","1","AT","2",,"2","7","1","1",,,"3","91",,,,,"14","1",,,,,"19","1","2","3","2",,"2",,0,0,0,0,444,0,0,0,35268,0,0,0,0,2200,"5","6","10","10",,"4","3","1","2",,,"9","5","3","7","9","1","1","7","10","10","1","1","1","1","1","1","1","5","908.835253334478"
"2013","AT",37445502,598.119298245614,,"6","2013","15","6",1942,"2","2","2","AT","1",,"3","7","2","1",,,"3","53",,,,,,"1","2",,,,"15","3","2","3","2",,"1",,0,40,0,0,0,0,0,0,7239,0,0,0,0,,"10","10","6","1","4","5","1","3","1","6","6","7",,"7",,"10","1","1","10","4","8",,"1","1","1","3","1","1","5","742.409040465978"
"2013","AT",37452401,598.119298245614,,"6","2013","19","7",1955,"1","1","3","AT","2",,"5","3","1",,,,"3","24","39",,"l-n",,"13","1","1",,,,"20","1","2","1","2",,"2",,0,0,0,14085,0,32637,0,0,0,0,0,0,0,,"5","10","2",,"1","3","1","3",,,,"8","6","8","6","10","1","1","5","10","10","1","1","1","1","2","1","1","5","2662.53736999941"
"2013","AT",37452402,598.119298245614,,"5","2013","26","10",1957,"2","5","3","AT","2",,"3","5","2","2",,,"3","51","20",,,,,,,,,,,"2","1","3","2",,"1",,0,0,0,3701,0,0,0,2842,0,0,425,0,0,,"9","10",,"10","3","4","2","4",,"10",,"10","6","0","5","10","1","1","5","8","10","2","1","1","1","1","1","1","6","628.646595311224"
"2013","AT",37490901,598.119298245614,,"6","2013","22","6",1932,"1","4","3","AT","2",,"2","7","1",,,,"3","93","45",,,,"4","1","1","2",,,"15","1","2","3","2",,"2",,0,0,0,7267,0,0,0,0,44346,0,0,0,0,,"9","5","8","9","5",,"2","3","2","6","6",,"6","7","10","10","1","1","5","8","8","1","1","1","1","2","1","1","3","263.586978816515"
"2013","AT",37490902,598.119298245614,,"5","2013","10","9",1932,"2","4","3","AT","2",,"2","7","2",,,"1","3","33","39",,,,"13","1","1",,,,"15","1","2","2","2",,"2",,0,372,0,0,0,0,0,0,28168,0,0,0,0,,"8",,"8","10","5","4","1","4","3",,"10","7","6","7","0","10","1","1","7","8","9","1","1","1","1","1","1","1","5","4357.90359329301"
"2013","AT",37499901,598.119298245614,,"5","2013","17","6",1938,"1","2","1","AT","2",,"2","7","2",,"2",,"3","61","39",,,,"3","1","1","2",,,"15","1","2","3","2",,"2",,0,0,0,1252,0,0,0,0,12886,8900,0,0,0,,"5",,"8","8","4","3","3","3","2","7","8","2","6","7","9","8","1","1","4","9","10","2","1","1","1","1","1","1","5","461.859386949084"
"2013","AT",37499902,598.119298245614,,"5","2013","24","10",1943,"2","4","1","AT","2",,"4","7","1",,,,"3","NAs","40",,,,,"1","1","2",,,"15","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,37659,0,0,0,0,,"8","8","5","6","3",,"2","5","1",,,"4","2","0","10","8","1","1","6","10","5","1","1","1","1","1","1","3","1","1197.64918007475"
"2013","AT",37567401,598.119298245614,,"5","2013","24","4",1936,"1","2","1","AT","2",,"3","7","1","1",,,"3","75","25",,,,"4",,"1","2",,,"14","2","2","3","2",,"2",,0,0,0,0,0,0,0,0,0,23605,0,0,0,,"10","8","9","10","5","5","2",,"2",,,"9","5","8",,"8",,"1","6","10","10",,"1","1","1","2","1","1","5","507.71546351129"
"2013","AT",37567402,598.119298245614,,"3","2013","12","3",1944,"2","4","1","AT","1",,"3","7","1","1","2",,"3","43",,,,,,"2","1","2",,"3","12","2","2","3","2",,"2",,0,0,0,0,0,0,0,0,6035,0,0,0,0,,"7","5","9",,"4","3","2","5","2","10",,"5","10","7","8","6","1","1","7",,"10",,"1","1","1","3","1","3","1","279.711340153825"
"2013","AT",37600601,598.119298245614,,"4","2013","22","12",1972,"1","1","1","AT","2",,"3","5","2","1",,,"3","75",,,,"6",,,"2","2",,,"19","1","1","2","2",,"2",,0,0,0,1735,0,0,0,8733,0,0,98,0,0,,"7",,"5","5","3","4","2",,"4","7",,"5","4","7","8","8","1","1","7","4","10","1","2","1","1","1","3","1","1","2391.69766547229"
"2013","AT",37600602,598.119298245614,,"6","2013","31","9",1977,"2","2","1","AT","2",,"2","2","2",,,,"2","51","8",,"i",,"11","1","1","2",,,"16","1","2","3","2",,"2",,47579,0,0,0,0,0,0,0,0,0,0,0,0,,"5","8","8",,"3","4","1","5","2",,,"3","2","8","10","10","1","1",,"2","8","1","2","1","1","1","1","1","1","590.860572961756"
"2013","AT",37609201,598.119298245614,,"3","2013","20","12",1932,"2","4","3","AT","2",,"5","7","1","1",,,"3","NAs",,,,,"5","1","2","2",,,"16","3","2","3","1",,"2",,0,238,0,130,0,0,0,0,7559,0,0,0,0,6700,"8","10","4","9","3","5","4","4","3",,,"8","8","0",,"10","1","1","10","7","4","1","1","1","2","1","1","1","1","411.946691710599"
"2013","AT",37609202,598.119298245614,,"5","2013","32","2",1937,"1","4","1","AT","2",,"3","7","1",,,,"3","51",,,,,,"1","2","2",,"3","15","2","2","3","2",,"2",,0,218,0,2873,0,0,579,0,27180,0,0,0,0,6200,"10",,"8","10","3","5","2","3","1",,,"1",,"6","10","8","1","1","6",,"10","1","2","1","1","3","1","1","3","357.332225658421"
"2013","AT",37630701,598.119298245614,,"6","2013","7","9",1981,"1","2","3","EU","2",,"5","1","1",,,,"3","34","40",,"j",,,,"2","2",,"1","16","3","2","3","2",,"2",,18001,0,0,0,870,0,0,0,0,0,0,0,0,2432,"9","10","7","10","3",,"1","3","3",,,"8","4","5","9","3","1","1","5","10","10","2","1","2","1","1","1","1","5",
"2013","AT",37630702,598.119298245614,,"4","2013","15","7",1981,"2","2","3","AT","1",,"5","10","2","2",,,"3","51",,,,,,,"1",,,,"18","3","1","2","2",,"2",,6744,0,0,4568,0,0,0,1206,0,0,0,0,0,1200,"8","6","7",,"2","5","2","5","2","5",,"8","3","8","4","10","1","1","7","5","10","4","1","1","1","1","1","1","1","5654.95397821126"
"2013","AT",37699301,598.119298245614,,"5","2013","20","8",1959,"1","1","1","AT","2",,"5","3","1",,,,"3","62","39","10","a","6",,"1","2",,,,"21","2","2","3","2",,"2",,14256,0,0,0,480,24944,0,0,0,0,0,0,0,,"10","6","6","10","4","3","2","5","1","10",,"10","7","7","8","8","1","1","8","9","6","1","1","1","1","3","1","1","1","5864.6850368504"
"2013","AT",37699302,598.119298245614,,"6","2013","14","1",1961,"2","2","1","AT","2","5","2","2","1",,,,,"91",,,"q",,,,"2",,,,,"2","1","2","2",,"2",,1500,0,0,5243,0,0,0,0,0,0,0,0,0,,,"6","10","10","3","4","2","3","1","9","10","8","0","0","9","9","1","1","2","10","7","2","3","1","1","1","1","1","5","1645.52667264884"
"2013","AT",37734601,598.119298245614,,"5","2013","15","5",1957,"1","2","2","AT","2",,"3","5","2",,"2",,"3","52","25",,,,"6","1","2","2",,,"15","2","1","3","2",,"2",,0,0,0,0,240,0,0,7073,0,0,176,0,0,,"8","7","8","9","3","3",,"3","1","9","10","5","6","8",,"8","1","1","6","10","10","2","1","1","1","1","2","1","5","348.829596904701"
"2013","AT",37734602,598.119298245614,,"5","2013","8","1",1961,"2","2","1","AT","2",,"3","1","1","1",,,"3","75","48",,"f",,"3",,"2",,,,"15","3","1","3","2",,"2",,20953,0,0,0,0,0,0,0,0,0,0,0,0,,"8",,"8","10",,"4",,"4","2","8","8","6","5","8","6","10","1","1","5","8","9","2","2","1","3","1","1","1","6","806.860177199433"
"2013","AT",37829201,598.119298245614,,"5","2013","5","9",1945,"2","5","3","AT","2",,"4","7","2",,"2",,"2","33","39",,,,"1",,,"2",,,"21","3","1","3","2",,"2",,0,0,0,3225,0,0,0,0,11302,0,0,0,0,,,"4","9","9","5","5","2",,"2","4","10","5","3","5","10","8","1","1","7","10","10","1","1","1","1","1","1","1","6","1002.30012047667"
"2013","AT",37829202,598.119298245614,,"5","2013","11","5",1952,"1","2","1","AT","2",,"5","7","1",,,,"3","21","39",,,,"11",,"1",,,,"15","2","2","2","2",,"2",,0,0,0,0,0,0,0,0,67135,0,0,0,0,,"8","6","0","5","5","5","2","4","1",,,"8","2","7","7","10","1","1","4","9","6","2","1","1","1","1","1","1","1","125.89784707971"
"2013","AT",37832401,598.119298245614,,"6","2013","22","3",1949,"1","2","3","AT","2",,"2","7","1",,,,"3","83","20",,,,"13","1","2",,,,"19","2","1","2","2",,"2",,0,0,0,0,0,0,0,0,30254,0,0,0,0,2800,"1","8","10","10","2","4","2","4","1",,"10","8","7","7","7","10","1","1","7","10","8","1","1","1","1","1","3","1","5","573.714487955134"
"2013","AT",37832402,598.119298245614,,"6","2013","10","1",1951,"2","5","1","Other","2","3","3","7","2","1",,,"3","NAs",,,,,,"1",,,"7",,"16","2","1","3","2",,"2",,0,0,0,0,0,0,0,0,13808,0,0,0,0,,"9","8","7","7","5","3","3","5","2","7","10","8","5","8","8","8","1","1","7","10","10","1","1","1","1","3","2","1","5","563.974001255425"
"2013","AT",37922401,598.119298245614,,"4","2013","20","9",1949,"1","2","3","AT","2",,"3","7","1","1",,,"3","91","40",,,,"13","1","1","2",,,"20","1","2","3","2",,"2",,0,0,0,0,420,0,0,0,52299,0,0,0,0,,"8",,"10","10","3",,"2","5",,,"5","6","8","0","10","9","1","1","6","10","8","3","1","1","1","3","1","1","5","641.720177395736"
"2013","AT",37922402,598.119298245614,,"4","2013","11","9",1952,"2","2","1","Other","2",,"0-1","7","2",,,,,"52",,"2",,,,"1",,,,"11","24","1","1","2","2",,"2",,0,0,0,5636,0,0,0,0,0,0,0,3696,0,1700,"6","10","9","8","3",,"1","5","1","8","10","9","8","8","10","10","1","1","3","5","8",,"1","1","1","1","1","1","1",
"2013","AT",38065201,598.119298245614,,"4","2013","19","8",1956,"2","2","1","AT","2",,"3","1","1",,,,"3","43",,"25","p",,"13","1","1","2",,,"21","1","1","2","2",,"2",,103028,0,0,6854,0,0,0,0,0,0,0,0,0,,"10","10","7","7","3","4","2","3","3","9",,,,"5","7","5","1","1","5","8",,"3","1","2","1","2","2","1","6","1124.19338958697"
"2013","AT",38114601,598.119298245614,,"5","2013","9","6",1977,"1","2","1","AT","2",,"2","1","1","1",,,"3","82",,,"h",,"13",,"2","2",,,"14","1","1","3","2",,"2",,44208,0,0,0,300,0,0,0,0,0,0,0,0,,"4","8","8","2",,"5","2","4","3","10",,"1","6","8","7","8","1","1","3","9","10","1","1","1","1","1","1","1","5","620.432641860271"
"2013","AT",38114602,598.119298245614,,"5","2013","17","8",1984,"2","2","3","AT","2",,"3","2","1","1",,,"3","81",,,"o",,"8","1","2",,,,"16","2","2","2","2",,"2",,29501,0,0,122,840,0,0,0,0,0,0,0,0,,"2","6","2","10",,"4","2","5","3",,,"10","3","5","9",,"1","1","6","10","6",,"3","1","1","1","1","1","5","405.739061171195"
"2013","AT",38206201,598.119298245614,,"5","2013","19","7",1939,"2","2","3","AT","1",,"3","7","1","1",,,"3","93",,,,,"12","1","1",,,,"14","2","2","3","2",,"2",,0,0,0,262,0,0,0,0,13544,0,0,0,0,,"8","8",,"9","2","3","3","3","3","8",,"7","3",,"8","10","1","1","10","9","8","1","1","1","1","3","1","1","4","549.969400107676"
"2013","AT",38206202,598.119298245614,,"4","2013","11","10",1940,"1","5","2","AT","2",,"3","7","1",,,,"3","31","39",,,,"13","1","2","1",,,"22","3","2","2","2",,"2",,0,0,0,2045,360,0,0,0,26882,0,0,0,0,1600,"8","10","4","10","4","3","2","4","3",,,,"5","8","8","7","1","1","5","10","5","2","1","1","1","1","3","1","1","347.585846875753"
"2013","AT",38271301,598.119298245614,,"4","2013","13","2",1945,"2","5","1","AT","2",,"3","7","2","1",,,"3","34","40",,,,"12","1","1",,,,"18","1","1","3","2",,"2",,0,0,0,960,360,0,0,0,18237,0,0,0,0,,"8","7","4","6","4","3","4","4","4",,,"8","5","5","9",,,"1","2","10","7","1","1","1","1","3","1","1","5","468.22893000689"
"2013","AT",38271302,598.119298245614,,"6","2013","20","12",1952,"1","2","2","AT","2",,"5","7","1",,,,"3","83","60",,,,"10","1","1","2",,,"25","1","2","3","2",,"2",,0,0,0,7999,0,0,0,0,13694,0,0,42796,0,2214,"8","8","8","7","4","5","2",,,"9",,"6","8","10","9","8","1","1","8","10","10","2","1","1","1","1","1","1","1","666.613769159279"
"2013","AT",38286801,598.119298245614,,"5","2013","20","12",1939,"1","2","2","AT","2",,"5","7","2","1",,,"3","31",,,,,,"1","2","2",,,"16","2","1","2","2",,"1",,0,964,0,0,0,0,0,0,24896,0,0,0,0,,"8","9","10","7",,"4","2","5","2","10","7","7","2","7","6","8","1",,"9","10","10","2","1","1","1","1","1","1","1","1557.2837149461"
"2013","AT",38286802,598.119298245614,,"6","2013","23","9",1939,"2","2","3","AT","2",,"3","10","2",,"2","1","4","41",,,,,,,,"2",,,"17","1","2","3","2",,"2",,3931,0,0,0,0,0,0,0,0,0,0,0,0,,"6","9","10","10","4","4",,"5","4","8","10",,"4","9","9","9","1","1","3","7","9","2","3","1","1","3","1","1","6","361.643346011536"
"2013","AT",38429701,598.119298245614,,"4","2013","7","4",1981,"1","1","3","AT","2",,"5","1","2",,,,"3","26",,,"f",,"12","1","1","2",,,"14","3","2","2","2",,"2",,24202,0,0,179,0,0,0,7236,0,0,396,0,0,,,"8","1","10","4","3","2","4","2","8",,"6","1","8","7","8","1","1","5","10","9",,"1","1","3","1","1","1","1","625.47970960976"
"2013","AT",38429702,598.119298245614,,"6","2013","19","1",1982,"2","1","1","AT","2","3","5","5","1",,,,"3","26",,,,,,"1","1",,,"1","18","2","2","3","2",,"2",,0,0,0,0,0,0,0,15779,0,0,212,0,0,,"8","7","6",,"3","5","2","4","4",,,"8","7","7","10","7","1","1","5","8","10","1","1","1","1","1","1","1","6","364.427514236319"
"2013","AT",38453901,598.119298245614,,"4","2013","14","12",1940,"2","4","1","AT","1",,"3","7","1","2","2",,,"NAs","40",,,,,"1","2",,,"10","16","1","2","3","2",,"1",,0,0,0,0,0,0,0,0,3295,0,0,0,0,,"10","7","5","10","4","4","1","4","3","8",,"5","5","3","7","2","1","1","7","5","8","2","1","1","1","1","1","3","6","197.818450584164"
"2013","AT",38453902,598.119298245614,,"4","2013","21","9",1940,"1","2","3","AT","2",,"3","7","2","1",,,"1","74",,,,,"13","1","2","2",,,"14","2","2","3","2",,"2",,0,383,0,0,0,0,0,0,31857,0,0,0,0,3400,"7","8","6",,"1","5","3","5","2",,,"8",,"8","9","8","1","1","6","10","9","1","1","1","1","1","1","1","6","517.870954751418"
"2013","AT",38616401,598.119298245614,,"3","2013","12","10",1941,"1","2","3","AT","2",,"3","7","2","1",,,"3","43",,,,,,"1","2","2",,"2","15","2","2","3","2",,"2",,0,0,0,0,2200,0,0,0,12133,36545,0,0,0,1480,"7","6",,"10","2","5","2","5","2","10","10","5","3","99","5","5","1","1","8","9","6","3","1","1","2","2","1","3","3","702.147506806973"
"2013","AT",38616402,598.119298245614,,"4","2013","8","10",1942,"2","2","1","AT","2",,"2","10","1","2",,,"3","NAs",,,,,,"1",,,"2",,"18","1","2","2","2",,"2",,0,0,0,6432,1560,0,0,0,0,0,0,0,0,867,"9","3",,"10","3","4","2","2","3",,"10",,"3",,"8","10","1","1","7","0","9","1","1","1","1","3","1","3","1","802.38151141469"
"2013","AT",38625801,598.119298245614,,"5","2013","15","1",1934,"2","2","3","AT","2",,"4","7","2",,,,"3","33",,,,,"13",,"2",,,,"19","2","1","2","2",,"2",,0,0,0,13133,0,0,0,0,8550,5325,0,0,0,3000,"9","6","0","10","4","5","1","2","3","5","10","7","8","10","10","10","1","1","6","6","9","3","1","1","1","1","1","1","5","1340.77952593434"
"2013","AT",38625802,598.119298245614,,"6","2013","6","6",1936,"1","2","3","AT","2",,"2","7","1","1",,,"3","43","48",,,,"12",,"2","1",,,"15","2","2","1","2",,"2",,0,0,0,15964,0,0,0,0,26848,0,0,0,0,,"8","7","6",,,"3","2","4","2","8","10","7","4","4",,"7","1",,"6","6","10","2","1","1","1","1","2","1","1","712.897343459244"
"2013","AT",38667901,598.119298245614,,"6","2013","17","10",1946,"1","2","3","AT","2",,"3","7","1",,,,"2","93","39",,,,"10","1","2","2",,,"15","1","2","3","2",,"2",,0,0,0,9593,0,0,20435,0,23819,0,0,0,0,,"7","9","5","10",,"3","3","4","5","7","10",,,"4","1","8","1",,"1","10","10","1","1","1","1","1","3","1","1","1923.23993643101"
"2013","AT",38667902,598.119298245614,,"6","2013","17","5",1942,"2","4","3","AT","2",,"3","7","1",,,,"3","52","40",,,,,"1","1","2",,,"18","1","1","3","2",,"2",,0,1314,0,0,0,0,0,0,21921,0,0,0,0,2528,"5","7",,"10","3","4",,"4","2",,,"7",,"7",,"8","1","1",,"8","9","1","1","1","1","3","1","1","5","478.713664092453"
"2013","AT",38727401,598.119298245614,,"5","2013","15","1",1948,"1","2","3","AT","2",,"3","7","1",,,,"2","12",,,,,,"1","1","2",,"4","20","3","2","3","2",,"2",,0,0,0,9083,0,0,0,0,16931,11432,0,0,0,1023,"10","10","8","4","5","3",,"1","2",,,"7","5","5",,"9","1","1",,,,"2","1","1","1","3","1","1","1",
"2013","AT",38727402,598.119298245614,,"6","2013","17","5",1952,"2","2","1","AT","2","3","2","10","2","1",,,"3","NAs","20",,,,"2","1",,"2",,"1","15","3","1","3","2",,"2",,0,0,0,0,0,3826,0,0,0,0,0,0,0,,"7",,"8","8","3","4",,"4","2",,,"7","6","0","4","10","1","1","10","10","10","2","1","1","1","1","2","1","1","601.568264854502"
"2013","AT",38928401,598.119298245614,,"6","2013","6","5",1932,"1","4","1","AT","2",,"3","7","1","1",,,"2","32",,,,,,,"2",,,,"15","3","2","3","2",,"2",,0,0,0,7272,0,0,0,0,11540,0,0,0,0,1300,"8","8",,"10","5","5","1","4",,,,,"5","3",,"6","1","1","6","8","10",,"1","1","1","1","1","1","5",
"2013","AT",38928402,598.119298245614,,"3","2013","16","3",1935,"2","2","2","AT","2",,"3","7","1","1","1",,"3","51",,,,,,"1","1","2",,,"14","3","2","3","2",,"2",,0,0,0,12011,0,0,0,0,25518,0,0,0,0,200,"7","10","10","10","5","5","2","4","3","5","5","6","5","7","5","5","1","1","4","10","8","2","1","1","1","1","1","3","6","188.141950318725"
"2013","AT",39104001,598.119298245614,,"5","2013",,"12",1964,"1","1","1","AT","2",,"4","1","1",,,,"3","12","38","20","b-e",,"13","1","1","2",,,"15","1","2","2","2",,"2",,56982,0,0,0,0,0,0,0,0,0,0,0,0,380,"6","7","10","8","4","5",,"4","2",,"10",,"5","10","8","8","1","1","4","10",,"2","1","1","3","3","1","1","5",
"2013","AT",39104002,598.119298245614,,"6","2013","19","10",1968,"2","5","3","AT","2",,"3","1","1",,,,,"94","40",,"b-e",,"13","1","1",,,,"19","2","2","3","2",,"2",,122944,0,0,0,0,0,0,0,0,0,0,0,0,3800,"8","10","8","5","5","5","2",,"3",,,"7","0","8","0","10","1","1","8","10","4","1","1","1","1","3","3","1","1","824.967045139053"
"2013","AT",39122601,598.119298245614,,"3","2013","20","4",1955,"1","2","2","AT","2",,"3","1","2",,,,"3","83","55",,"h",,"5","1","1","2",,"3","20","3","2","3","2",,"2",,40699,0,0,1015,1800,0,0,0,0,0,0,0,0,,"9","10","10",,"3","4",,"4","2",,,"6","2","7","7",,"1","1","5","10","7","2","2","1","1","2","2","1","1","475.438165924352"
"2013","AT",39122602,598.119298245614,,"5","2013","26","10",1958,"2","5","1","AT","1",,"2","5","2",,,,"3","91","32",,,,"12","2","2","1",,,"14","1","1","3","2",,"2",,1146,0,0,168,2000,0,0,10322,0,0,2050,0,0,2723,"10","9","8","8","4","5","2","3",,"8",,"3",,,"7","10","1","1",,"4","10","1","1","1","1","1","1","1","3","200.904778663764"
"2013","AT",39137101,598.119298245614,,"4","2013","18","8",1938,"1","4","3","AT","2",,"4","7","1",,,,"3","14","35",,,,,"1","1","2",,,"15","2","1","2","2",,"2",,0,238,0,0,0,0,0,0,68784,0,0,0,0,7500,,"8","8",,"2","5","1","4","2",,,"10","2","4","9","7","1","1","8","10","7",,"1","1","1","1","1","2","6","746.055016418409"
"2013","AT",39137102,598.119298245614,,"6","2013","17","2",1938,"2","2","3","AT","2",,"2","7","2",,,,"3","61","39",,,,"4","1","2",,,,"15","1","2","2","1",,"2",,0,0,0,3820,0,0,0,0,28016,0,0,0,0,,"5","9","8","8","5","5","3","3","2","5","8","10","5","3","6","7","1","1","7","5",,"4","1","1","1","1","1","1","1","896.346630009894"
"2013","AT",39160301,598.119298245614,,"5","2013","15","2",1946,"1","2","3","AT","2","5","3","7","1","2",,,"3","43","40",,,,,"1","2","2",,,"15","2","2","2","2",,"2",,0,1251,0,5776,600,0,0,0,10395,26939,0,0,0,,"8","7","10","9","5","5","2","1","3","9","6","10","5",,,"8","1","1","5","10","8","3","1","1","1","1","1","1","1",
"2013","AT",39160302,598.119298245614,,"5","2013","19","3",1942,"2","4","3","AT","1",,"3","7","2",,,,"3","32",,,,"7","13","1","2",,,,,"3","2","3","2",,"2",,0,0,0,13063,240,0,0,0,9852,0,1365,1329,0,1500,"8","10","6","9","4","5","4","5","3","8","10","10","3","6","6","10","1",,"8","10","8","2","1","1","1","3","1","1","5","667.710825649351"
"2013","AT",39190201,598.119298245614,,"3","2013","14","8",1952,"1","2","1","AT","2",,"3","7","1",,,,"3","1",,,,,"6","1","2","2",,,"15","2","2","3","2",,"2",,0,0,0,1637,2000,0,0,0,0,0,0,70711,0,899,"8",,"10",,"5","4","2","4","2",,,"7","8",,,"9","1","1","8","10","8",,"1","1","1","1","1","1","1","252.110307739583"
"2013","AT",39190202,598.119298245614,,"6","2013","17","12",1962,"2","5","3","AT","2","3","2","1","1",,"1",,"3","93",,,"q",,"12","1","1",,,,"18","3","1","3","2",,"2",,7690,0,0,8455,0,0,0,0,0,0,0,0,0,,"10","10","7","7","5",,,"4","2",,,,"0","7","5","10",,"1","5","8",,"3","1","1","1","1","3","1","1","1394.24170313114"
"2013","AT",39327401,598.119298245614,,"6","2013","19","1",1935,"1","2","3","AT","2",,"2","7","1","1",,,"3","61","39",,,,"13","1","1","2",,,"18","3","1","3","2",,"2",,12599,0,0,28395,0,0,0,0,51928,0,0,0,0,350,"7","6",,"8","5","5",,"4","2",,"7","9","5","3","8","8","1","1","7","7","10","2","1","1","1","1","1","1","6",
"2013","AT",39327402,598.119298245614,,"4","2013","14","3",1936,"2","2","1","AT","2",,"3","7","1",,,,"2","93",,,,,,"1","1",,,,"15","2","2","3","2",,"2","6",0,0,0,44,1200,0,0,0,7964,0,0,0,0,,"10","8",,"7","5","3","1","4",,"8",,"10","8","8",,"10","1","1","7","8","4","1","1","1","2","1","1","1","1","731.287164353504"
"2013","AT",39349501,598.119298245614,,"4","2013","8","3",1936,"2","2","3","AT","2",,"2","7","2",,"2",,"3","72",,,,"3",,,,,,,"15","2","2","3","2",,"2",,0,0,0,5037,0,0,0,1214,2173,0,115,0,0,,"8",,"8","6","5","5","1","5","2","10",,"5","8","5","7","9",,"1",,"10",,"3","1","1","1","2","1","1","6","594.847752232545"
"2013","AT",39349502,598.119298245614,,"6","2013","11","5",1934,"1","2","1","AT","2",,"3","7","2","1","2",,"3","61",,,,,,"1",,"2",,,"16","4","2","3","2",,"2","6",0,0,0,0,0,0,0,0,10964,0,0,0,0,,"9","10","9","10","5","4",,"5","3","7","6","10",,"7","8","10",,"1","7","10","10","3","1","1","1","1","1","2","6",
"2013","AT",39361301,598.119298245614,,"3","2013","16","10",1937,"1","2","3","Other","2",,"2","7","1",,,,"3","NAs",,,,,,"1","2","2",,,"15","1","2","3","2",,"2",,0,0,0,0,0,0,0,0,35920,0,0,0,0,,"6","6","9","8","3","5","3",,"2",,"10",,"3",,"10","10","1",,,"9","10","1","1","1","1","3","1","1","5","491.124230674545"
